EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM390,37.00,36-45,No,Travel_Rarely,1305.00,Research & Development,10.00,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197.00,Upto 5k,21123.00,2,Y,Yes,12,3,4,80,0,18.00,2,2,1.00,0,0,1
RM399,37.00,36-45,No,Non-Travel,1063.00,Research & Development,25.00,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,Married,4449.00,Upto 5k,23866.00,3,Y,Yes,15,3,1,80,2,15.00,2,3,13.00,11,10,7
RM465,37.00,36-45,No,Travel_Rarely,799.00,Research & Development,1.00,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,Single,7491.00,5k-10k,23848.00,4,Y,No,17,3,4,80,0,12.00,3,4,6.00,5,1,2
RM468,37.00,36-45,No,Non-Travel,142.00,Sales,9.00,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2,Divorced,8834.00,5k-10k,24666.00,1,Y,No,13,3,4,80,1,9.00,6,3,9.00,5,7,7
RM473,37.00,36-45,No,Travel_Rarely,446.00,Research & Development,1.00,4,Life Sciences,1,635,2,Female,65,3,2,Manufacturing Director,2,Married,6447.00,5k-10k,15701.00,6,Y,No,12,3,2,80,1,8.00,2,2,6.00,5,4,3
RM487,37.00,36-45,No,Travel_Rarely,558.00,Sales,2.00,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,Married,9602.00,5k-10k,3010.00,4,Y,Yes,11,3,3,80,1,17.00,3,2,3.00,0,1,0
RM507,37.00,36-45,No,Travel_Rarely,482.00,Research & Development,3.00,3,Other,1,689,3,Male,36,3,3,Manufacturing Director,3,Married,9434.00,5k-10k,9606.00,1,Y,No,15,3,3,80,1,10.00,2,3,10.00,7,7,8
RM523,37.00,36-45,No,Travel_Rarely,1225.00,Research & Development,10.00,2,Life Sciences,1,715,4,Male,80,4,1,Research Scientist,4,Single,4680.00,Upto 5k,15232.00,3,Y,No,17,3,1,80,0,4.00,2,3,1.00,0,0,0
RM578,37.00,36-45,No,Travel_Rarely,571.00,Research & Development,10.00,1,Life Sciences,1,802,4,Female,82,3,1,Research Scientist,1,Divorced,2782.00,Upto 5k,19905.00,0,Y,Yes,13,3,2,80,2,6.00,3,2,5.00,3,4,3
RM629,37.00,36-45,No,Travel_Rarely,342.00,Sales,16.00,4,Marketing,1,868,4,Male,66,2,2,Sales Executive,3,Divorced,6334.00,5k-10k,24558.00,4,Y,No,19,3,4,80,2,9.00,2,3,1.00,0,0,0
RM649,37.00,36-45,No,Travel_Frequently,1231.00,Sales,21.00,2,Medical,1,900,3,Female,54,3,1,Sales Representative,4,Married,2973.00,Upto 5k,21222.00,5,Y,No,15,3,2,80,1,10.00,3,3,5.00,4,0,0
RM653,37.00,36-45,No,Non-Travel,1252.00,Sales,19.00,2,Medical,1,904,1,Male,32,3,3,Sales Executive,2,Single,7642.00,5k-10k,4814.00,1,Y,Yes,13,3,4,80,0,10.00,2,3,10.00,0,0,9
RM696,37.00,36-45,Yes,Travel_Rarely,625.00,Sales,1.00,4,Life Sciences,1,970,1,Male,46,2,3,Sales Executive,3,Married,10609.00,10k-15k,14922.00,5,Y,No,11,3,3,80,0,17.00,2,1,14.00,1,11,7
RM745,37.00,36-45,Yes,Travel_Rarely,1141.00,Research & Development,11.00,2,Medical,1,1033,1,Female,61,1,2,Healthcare Representative,2,Married,4777.00,Upto 5k,14382.00,5,Y,No,15,3,1,80,0,15.00,2,1,1.00,0,0,0
RM768,37.00,36-45,No,Travel_Rarely,124.00,Research & Development,3.00,3,Other,1,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107.00,Upto 5k,13848.00,3,Y,No,15,3,1,80,0,8.00,3,2,4.00,3,0,1
RM796,37.00,36-45,No,Travel_Rarely,309.00,Sales,10.00,4,Life Sciences,1,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694.00,5k-10k,24223.00,2,Y,Yes,14,3,3,80,3,8.00,5,3,1.00,0,0,0
RM833,37.00,36-45,No,Travel_Rarely,367.00,Research & Development,25.00,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731.00,5k-10k,17171.00,7,Y,No,13,3,3,80,2,9.00,2,3,6.00,2,1,3
RM856,37.00,36-45,No,Travel_Rarely,977.00,Research & Development,1.00,3,Life Sciences,1,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474.00,5k-10k,9961.00,1,Y,No,13,3,2,80,1,14.00,2,2,14.00,8,3,11
RM990,37.00,36-45,No,Travel_Rarely,1439.00,Research & Development,4.00,1,Life Sciences,1,1394,3,Male,54,3,1,Research Scientist,3,Married,2996.00,Upto 5k,5182.00,7,Y,Yes,15,3,4,80,0,8.00,2,3,6.00,4,1,3
RM1002,37.00,36-45,No,Travel_Rarely,1462.00,Research & Development,11.00,3,Medical,1,1411,1,Female,94,3,1,Laboratory Technician,3,Single,3629.00,Upto 5k,19106.00,4,Y,No,18,3,1,80,0,8.00,6,3,3.00,2,0,2
RM1023,37.00,36-45,No,Non-Travel,1413.00,Research & Development,5.00,2,Technical Degree,1,1440,3,Male,84,4,1,Laboratory Technician,3,Single,3500.00,Upto 5k,25470.00,0,Y,No,14,3,1,80,0,7.00,2,1,6.00,5,1,3
RM1090,37.00,36-45,No,Travel_Rarely,674.00,Research & Development,13.00,3,Medical,1,1543,1,Male,47,3,2,Research Scientist,4,Married,4285.00,Upto 5k,3031.00,1,Y,No,17,3,1,80,0,10.00,2,3,10.00,8,3,7
RM1159,37.00,36-45,No,Travel_Rarely,671.00,Research & Development,19.00,3,Life Sciences,1,1631,3,Male,85,3,2,Manufacturing Director,3,Married,5768.00,5k-10k,26493.00,3,Y,No,17,3,1,80,3,9.00,2,2,4.00,3,0,2
RM1164,37.00,36-45,No,Travel_Rarely,1470.00,Research & Development,10.00,3,Medical,1,1640,2,Female,71,3,1,Research Scientist,2,Married,3936.00,Upto 5k,9953.00,1,Y,No,11,3,1,80,1,8.00,2,1,8.00,4,7,7
RM1212,37.00,36-45,No,Travel_Frequently,1278.00,Sales,1.00,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525.00,5k-10k,7677.00,1,Y,No,14,3,3,80,2,6.00,2,2,6.00,3,1,3
RM1277,37.00,36-45,No,Travel_Rarely,589.00,Sales,9.00,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,Married,4189.00,Upto 5k,8800.00,1,Y,No,14,3,1,80,2,5.00,2,3,5.00,2,0,3
RM1281,37.00,36-45,No,Travel_Rarely,1239.00,Human Resources,8.00,2,Other,1,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071.00,Upto 5k,12832.00,2,Y,No,13,3,3,80,0,19.00,4,2,10.00,0,4,7
RM1292,37.00,36-45,Yes,Travel_Rarely,370.00,Research & Development,10.00,4,Medical,1,1809,4,Male,58,3,2,Manufacturing Director,1,Single,4213.00,Upto 5k,4992.00,1,Y,No,15,3,2,80,0,10.00,4,1,10.00,3,0,8
RM1345,37.00,36-45,No,Travel_Rarely,783.00,Research & Development,7.00,4,Medical,1,1885,4,Male,78,3,2,Research Scientist,1,Married,4284.00,Upto 5k,13588.00,5,Y,Yes,22,4,3,80,1,16.00,2,3,5.00,3,0,4
RM1433,37.00,36-45,No,Travel_Rarely,161.00,Research & Development,10.00,3,Life Sciences,1,2017,3,Female,42,4,3,Research Director,4,Married,13744.00,10k-15k,15471.00,1,Y,Yes,25,4,1,80,1,16.00,2,3,16.00,11,6,8
RM020,38.00,36-45,No,Travel_Rarely,371.00,Research & Development,2.00,3,Life Sciences,1,24,4,Male,45,3,1,Research Scientist,4,Single,3944.00,Upto 5k,4306.00,5,Y,Yes,11,3,3,80,0,6.00,3,3,3.00,2,1,2
RM062,38.00,36-45,No,Travel_Frequently,653.00,Research & Development,29.00,5,Life Sciences,1,79,4,Female,50,3,2,Laboratory Technician,4,Single,2406.00,Upto 5k,5456.00,1,Y,No,11,3,4,80,0,10.00,2,3,10.00,3,9,9
RM084,38.00,36-45,No,Non-Travel,573.00,Research & Development,6.00,3,Medical,1,107,2,Female,79,1,2,Research Scientist,4,Divorced,5329.00,5k-10k,15717.00,7,Y,Yes,12,3,4,80,3,17.00,3,3,13.00,11,1,9
RM169,38.00,36-45,No,Travel_Rarely,702.00,Sales,1.00,4,Life Sciences,1,230,1,Female,59,2,2,Sales Executive,4,Single,8686.00,5k-10k,12930.00,4,Y,No,22,4,3,80,0,12.00,2,4,8.00,3,0,7
RM180,38.00,36-45,No,Travel_Rarely,1380.00,Research & Development,9.00,2,Life Sciences,1,245,3,Female,75,3,1,Laboratory Technician,4,Single,2288.00,Upto 5k,6319.00,1,Y,No,12,3,3,80,0,2.00,3,3,2.00,2,2,1
RM199,38.00,36-45,No,Travel_Rarely,1261.00,Research & Development,2.00,4,Life Sciences,1,271,4,Male,88,3,2,Manufacturing Director,3,Married,6553.00,5k-10k,7259.00,9,Y,No,14,3,2,80,0,14.00,3,3,1.00,0,0,0
RM200,38.00,36-45,No,Travel_Rarely,1084.00,Research & Development,29.00,3,Technical Degree,1,273,4,Male,54,3,2,Manufacturing Director,4,Married,6261.00,5k-10k,4185.00,3,Y,No,18,3,1,80,1,9.00,3,1,7.00,7,1,7
RM205,38.00,36-45,Yes,Travel_Rarely,1180.00,Research & Development,29.00,1,Medical,1,282,2,Male,70,3,2,Healthcare Representative,1,Married,6673.00,5k-10k,11354.00,7,Y,Yes,19,3,2,80,0,17.00,2,3,1.00,0,0,0
RM224,38.00,36-45,No,Travel_Rarely,119.00,Sales,3.00,3,Life Sciences,1,307,1,Male,76,3,3,Sales Executive,3,Divorced,10609.00,10k-15k,9647.00,0,Y,No,12,3,3,80,2,17.00,6,2,16.00,10,5,13
RM262,38.00,36-45,No,Non-Travel,1327.00,Sales,2.00,2,Life Sciences,1,361,4,Male,39,2,2,Sales Executive,4,Married,5249.00,5k-10k,19682.00,3,Y,No,18,3,4,80,1,13.00,0,3,8.00,7,7,5
RM278,38.00,36-45,No,Travel_Rarely,322.00,Sales,7.00,2,Medical,1,382,1,Female,44,4,2,Sales Executive,1,Divorced,5605.00,5k-10k,19191.00,1,Y,Yes,24,4,3,80,1,8.00,3,3,8.00,0,7,7
RM288,38.00,36-45,No,Travel_Rarely,688.00,Research & Development,23.00,4,Life Sciences,1,393,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745.00,5k-10k,18899.00,9,Y,No,14,3,2,80,1,10.00,2,3,2.00,2,1,2
RM308,38.00,36-45,No,Travel_Rarely,849.00,Research & Development,25.00,2,Life Sciences,1,421,1,Female,81,2,3,Research Director,2,Married,12061.00,10k-15k,26707.00,3,Y,No,17,3,3,80,1,19.00,2,3,10.00,8,0,1
RM342,38.00,36-45,No,Travel_Rarely,343.00,Research & Development,15.00,2,Life Sciences,1,461,3,Male,92,2,3,Research Director,4,Divorced,11510.00,10k-15k,15682.00,0,Y,Yes,14,3,2,80,1,12.00,3,3,11.00,10,2,9
RM417,38.00,36-45,No,Travel_Frequently,1490.00,Research & Development,2.00,2,Life Sciences,1,556,4,Male,42,3,1,Laboratory Technician,4,Married,1702.00,Upto 5k,12106.00,1,Y,Yes,23,4,3,80,1,1.00,3,3,1.00,0,0,0
RM472,38.00,36-45,No,Travel_Rarely,1495.00,Research & Development,10.00,3,Medical,1,634,3,Female,76,3,2,Healthcare Representative,3,Married,9824.00,5k-10k,22174.00,3,Y,No,19,3,3,80,1,18.00,4,3,1.00,0,0,0
RM491,38.00,36-45,No,Travel_Rarely,362.00,Research & Development,1.00,1,Life Sciences,1,662,3,Female,43,3,1,Research Scientist,1,Single,2619.00,Upto 5k,14561.00,3,Y,No,17,3,4,80,0,8.00,3,2,0.00,0,0,0
RM519,38.00,36-45,No,Travel_Rarely,243.00,Sales,7.00,4,Marketing,1,709,4,Female,46,2,2,Sales Executive,4,Single,4028.00,Upto 5k,7791.00,0,Y,No,20,4,1,80,0,8.00,2,3,7.00,7,0,5
RM530,38.00,36-45,No,Travel_Rarely,827.00,Research & Development,1.00,4,Life Sciences,1,724,2,Female,33,4,2,Healthcare Representative,4,Single,7625.00,5k-10k,19383.00,0,Y,No,13,3,3,80,0,10.00,4,2,9.00,7,1,8
RM543,38.00,36-45,No,Travel_Rarely,168.00,Research & Development,1.00,3,Life Sciences,1,743,3,Female,81,3,3,Manufacturing Director,3,Single,7861.00,5k-10k,15397.00,4,Y,Yes,14,3,4,80,0,10.00,4,4,1.00,0,0,0
RM560,38.00,36-45,No,Travel_Rarely,268.00,Research & Development,2.00,5,Medical,1,773,4,Male,92,3,1,Research Scientist,3,Married,3057.00,Upto 5k,20471.00,6,Y,Yes,13,3,2,80,1,6.00,0,1,1.00,0,0,1
RM579,38.00,36-45,No,Travel_Frequently,240.00,Research & Development,2.00,4,Life Sciences,1,803,1,Female,75,4,2,Manufacturing Director,1,Single,5980.00,5k-10k,26085.00,6,Y,Yes,12,3,4,80,0,17.00,2,3,15.00,7,4,12
RM606,38.00,36-45,No,Travel_Frequently,471.00,Research & Development,12.00,3,Life Sciences,1,837,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288.00,5k-10k,4284.00,2,Y,No,15,3,3,80,1,13.00,3,2,4.00,3,1,2
RM643,38.00,36-45,No,Travel_Rarely,395.00,Sales,9.00,3,Marketing,1,893,2,Male,98,2,1,Sales Representative,2,Married,2899.00,Upto 5k,12102.00,0,Y,No,19,3,4,80,1,3.00,3,3,2.00,2,1,2
RM682,38.00,36-45,No,Travel_Rarely,1333.00,Research & Development,1.00,3,Technical Degree,1,950,4,Female,80,3,3,Research Director,1,Married,13582.00,10k-15k,16292.00,1,Y,No,13,3,2,80,1,15.00,3,3,15.00,12,5,11
RM704,38.00,36-45,No,Non-Travel,152.00,Sales,10.00,3,Technical Degree,1,983,3,Female,85,3,2,Sales Executive,4,Single,5666.00,5k-10k,19899.00,1,Y,Yes,13,3,2,80,0,6.00,1,3,5.00,3,1,3
RM723,38.00,36-45,No,Travel_Frequently,1391.00,Research & Development,10.00,1,Medical,1,1006,3,Male,66,3,1,Research Scientist,3,Married,2684.00,Upto 5k,12127.00,0,Y,No,17,3,2,80,1,3.00,0,2,2.00,1,0,2
RM748,38.00,36-45,No,Travel_Rarely,1035.00,Sales,3.00,4,Life Sciences,1,1036,2,Male,42,3,2,Sales Executive,4,Single,6861.00,5k-10k,4981.00,8,Y,Yes,12,3,3,80,0,19.00,1,3,1.00,0,0,0
RM766,38.00,36-45,No,Travel_Frequently,1186.00,Research & Development,3.00,4,Other,1,1060,3,Male,44,3,1,Research Scientist,3,Married,2821.00,Upto 5k,2997.00,3,Y,No,16,3,1,80,1,8.00,2,3,2.00,2,2,2
RM785,38.00,36-45,No,Travel_Rarely,330.00,Research & Development,17.00,1,Life Sciences,1,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823.00,5k-10k,24608.00,0,Y,No,18,3,1,80,1,20.00,4,2,19.00,9,1,9
RM808,38.00,36-45,No,Travel_Rarely,770.00,Sales,10.00,4,Marketing,1,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740.00,5k-10k,5569.00,0,Y,Yes,14,3,2,80,2,9.00,2,3,8.00,7,2,7
RM812,38.00,36-45,No,Travel_Rarely,130.00,Sales,2.00,2,Marketing,1,1125,4,Male,32,3,3,Sales Executive,2,Single,7351.00,5k-10k,20619.00,7,Y,No,16,3,3,80,0,10.00,2,3,1.00,0,0,0
RM827,38.00,36-45,No,Travel_Rarely,433.00,Human Resources,1.00,3,Human Resources,1,1152,3,Male,37,4,1,Human Resources,3,Married,2844.00,Upto 5k,6004.00,1,Y,No,13,3,4,80,1,7.00,2,4,7.00,6,5,0
RM964,38.00,36-45,No,Travel_Rarely,1009.00,Sales,2.00,2,Life Sciences,1,1355,2,Female,31,3,2,Sales Executive,1,Divorced,6893.00,5k-10k,19461.00,3,Y,No,15,3,4,80,1,11.00,3,3,7.00,7,1,7
RM983,38.00,36-45,No,Travel_Frequently,693.00,Research & Development,7.00,3,Life Sciences,1,1382,4,Male,57,4,1,Research Scientist,3,Divorced,2610.00,Upto 5k,15748.00,1,Y,No,11,3,4,80,3,4.00,2,3,4.00,2,0,3
RM1108,38.00,36-45,No,Travel_Frequently,888.00,Human Resources,10.00,4,Human Resources,1,1563,3,Male,71,3,2,Human Resources,3,Married,6077.00,5k-10k,14814.00,3,Y,No,11,3,3,80,0,10.00,2,3,6.00,3,1,2
RM1113,38.00,36-45,Yes,Travel_Rarely,903.00,Research & Development,2.00,3,Medical,1,1573,3,Male,81,3,2,Manufacturing Director,2,Married,4855.00,Upto 5k,7653.00,4,Y,No,11,3,1,80,2,7.00,2,3,5.00,2,1,4
RM1120,38.00,36-45,No,Travel_Rarely,1245.00,Sales,14.00,3,Life Sciences,1,1582,3,Male,80,3,2,Sales Executive,2,Married,9924.00,5k-10k,12355.00,0,Y,No,11,3,4,80,1,10.00,3,3,9.00,8,7,7
RM1121,38.00,36-45,No,Travel_Rarely,437.00,Sales,16.00,3,Life Sciences,1,1583,2,Female,90,3,2,Sales Executive,2,Single,4198.00,Upto 5k,16379.00,2,Y,No,12,3,2,80,0,8.00,5,4,3.00,2,1,2
RM1162,38.00,36-45,No,Travel_Rarely,397.00,Research & Development,2.00,2,Medical,1,1638,4,Female,54,2,3,Manufacturing Director,3,Married,7756.00,5k-10k,14199.00,3,Y,Yes,19,3,4,80,1,10.00,6,4,5.00,4,0,2
RM1188,38.00,36-45,No,Travel_Frequently,1189.00,Research & Development,1.00,3,Life Sciences,1,1668,4,Male,90,3,2,Research Scientist,4,Married,4735.00,Upto 5k,9867.00,7,Y,No,15,3,4,80,2,19.00,4,4,13.00,11,2,9
RM1194,38.00,36-45,No,Travel_Frequently,148.00,Research & Development,2.00,3,Medical,1,1675,4,Female,42,2,1,Laboratory Technician,2,Single,2440.00,Upto 5k,23826.00,1,Y,No,22,4,2,80,0,4.00,3,3,4.00,3,3,3
RM1203,38.00,36-45,No,Travel_Rarely,1495.00,Research & Development,4.00,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3,Married,3306.00,Upto 5k,26176.00,7,Y,No,19,3,4,80,1,7.00,5,2,0.00,0,0,0
RM1257,38.00,36-45,No,Travel_Frequently,594.00,Research & Development,2.00,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468.00,Upto 5k,15963.00,4,Y,No,14,3,2,80,1,9.00,4,2,6.00,1,0,5
RM1262,38.00,36-45,No,Travel_Rarely,833.00,Research & Development,18.00,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4,Married,5811.00,5k-10k,24539.00,3,Y,Yes,16,3,3,80,1,15.00,2,3,1.00,0,1,0
RM1273,38.00,36-45,No,Travel_Rarely,1153.00,Research & Development,6.00,2,Other,1,1782,4,Female,40,2,1,Laboratory Technician,3,Married,3702.00,Upto 5k,16376.00,1,Y,No,11,3,2,80,1,5.00,3,3,5.00,4,0,4
RM1290,38.00,36-45,No,Non-Travel,1336.00,Human Resources,2.00,3,Human Resources,1,1805,1,Male,100,3,1,Human Resources,2,Divorced,2592.00,Upto 5k,7129.00,5,Y,No,13,3,4,80,3,13.00,3,3,11.00,10,3,8
RM1309,38.00,36-45,No,Travel_Rarely,723.00,Sales,2.00,4,Marketing,1,1835,2,Female,77,1,2,Sales Representative,4,Married,5405.00,5k-10k,4244.00,2,Y,Yes,20,4,1,80,2,20.00,4,2,4.00,2,0,3
RM1374,38.00,36-45,No,Travel_Frequently,1394.00,Research & Development,8.00,3,Medical,1,1937,4,Female,58,2,2,Research Scientist,2,Divorced,2133.00,Upto 5k,18115.00,1,Y,Yes,16,3,3,80,1,20.00,3,3,20.00,11,0,7
RM1377,38.00,36-45,No,Travel_Rarely,1206.00,Research & Development,9.00,2,Life Sciences,1,1940,2,Male,71,3,1,Research Scientist,4,Divorced,4771.00,Upto 5k,14293.00,2,Y,No,19,3,4,80,2,10.00,0,4,5.00,2,0,3
RM1392,38.00,36-45,No,Travel_Rarely,1404.00,Sales,1.00,3,Life Sciences,1,1961,1,Male,59,2,1,Sales Representative,1,Single,2858.00,Upto 5k,11473.00,4,Y,No,14,3,1,80,0,20.00,3,2,1.00,0,0,0
RM1401,38.00,36-45,No,Travel_Frequently,1444.00,Human Resources,1.00,4,Other,1,1972,4,Male,88,3,1,Human Resources,2,Married,2991.00,Upto 5k,5224.00,0,Y,Yes,11,3,2,80,1,7.00,2,3,6.00,2,1,2
RM1417,38.00,36-45,No,Travel_Rarely,1321.00,Sales,1.00,4,Life Sciences,1,1995,4,Male,86,3,2,Sales Executive,2,Married,4440.00,Upto 5k,7636.00,0,Y,No,15,3,1,80,2,16.00,3,3,15.00,13,5,8
RM1419,38.00,36-45,No,Travel_Frequently,508.00,Research & Development,6.00,4,Life Sciences,1,1997,1,Male,72,2,2,Manufacturing Director,3,Married,5321.00,5k-10k,14284.00,2,Y,No,11,3,4,80,1,10.00,1,3,8.00,3,7,7
RM1431,38.00,36-45,No,Travel_Rarely,201.00,Research & Development,10.00,3,Medical,1,2015,2,Female,99,1,3,Research Director,3,Married,13206.00,10k-15k,3376.00,3,Y,No,12,3,1,80,1,20.00,3,3,18.00,16,1,11
RM1452,38.00,36-45,No,TravelRarely,345.00,Sales,10.00,2,Life Sciences,1,2041,1,Female,100,3,2,Sales Executive,4,Married,5343.00,5k-10k,5982.00,1,Y,No,11,3,3,80,1,10.00,1,3,10.00,7,1,9
RM034,39.00,36-45,Yes,Travel_Rarely,895.00,Sales,5.00,3,Technical Degree,1,42,4,Male,56,3,2,Sales Representative,4,Married,2086.00,Upto 5k,3335.00,3,Y,No,14,3,3,80,1,19.00,6,4,1.00,0,0,0
RM138,39.00,36-45,No,Travel_Rarely,1329.00,Sales,4.00,4,Life Sciences,1,182,4,Female,47,2,2,Sales Executive,3,Married,5902.00,5k-10k,14590.00,4,Y,No,14,3,3,80,1,17.00,1,4,15.00,11,5,9
RM241,39.00,36-45,No,Travel_Rarely,1431.00,Research & Development,1.00,4,Medical,1,332,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232.00,Upto 5k,15417.00,7,Y,No,14,3,3,80,3,7.00,1,3,3.00,2,1,2
RM305,39.00,36-45,No,Travel_Rarely,1132.00,Research & Development,1.00,3,Medical,1,417,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613.00,5k-10k,10942.00,0,Y,No,17,3,1,80,3,19.00,5,2,18.00,10,3,7
RM315,39.00,36-45,No,Travel_Rarely,117.00,Research & Development,10.00,1,Medical,1,429,3,Male,99,3,4,Manager,1,Married,17068.00,15k+,5355.00,1,Y,Yes,14,3,4,80,0,21.00,3,3,21.00,9,11,10
RM327,39.00,36-45,No,Travel_Frequently,672.00,Research & Development,7.00,2,Medical,1,444,3,Male,54,2,5,Manager,4,Married,19272.00,15k+,21141.00,1,Y,No,15,3,1,80,1,21.00,2,3,21.00,9,13,3
RM328,39.00,36-45,Yes,Travel_Rarely,1162.00,Sales,3.00,2,Medical,1,445,4,Female,41,3,2,Sales Executive,3,Married,5238.00,5k-10k,17778.00,4,Y,Yes,18,3,1,80,0,12.00,3,2,1.00,0,0,0
RM401,39.00,36-45,No,Travel_Frequently,1218.00,Research & Development,1.00,1,Life Sciences,1,531,2,Male,52,3,5,Manager,3,Divorced,19197.00,15k+,8213.00,1,Y,Yes,14,3,3,80,1,21.00,3,3,21.00,8,1,6
RM450,39.00,36-45,No,Travel_Frequently,443.00,Research & Development,8.00,1,Life Sciences,1,602,3,Female,48,3,1,Laboratory Technician,3,Married,3755.00,Upto 5k,17872.00,1,Y,No,11,3,1,80,1,8.00,3,3,8.00,3,0,7
RM527,39.00,36-45,No,Travel_Rarely,408.00,Research & Development,2.00,4,Technical Degree,1,721,4,Female,80,2,2,Healthcare Representative,3,Single,4553.00,Upto 5k,20978.00,1,Y,No,11,3,1,80,0,20.00,4,3,20.00,7,11,10
RM552,39.00,36-45,No,Travel_Rarely,141.00,Human Resources,3.00,3,Human Resources,1,760,3,Female,44,4,2,Human Resources,2,Married,6389.00,5k-10k,18767.00,9,Y,No,15,3,3,80,1,12.00,3,1,8.00,3,3,6
RM655,39.00,36-45,No,Travel_Rarely,1383.00,Human Resources,2.00,3,Life Sciences,1,909,4,Female,42,2,2,Human Resources,4,Married,5204.00,5k-10k,7790.00,8,Y,No,11,3,3,80,2,13.00,2,3,5.00,4,0,4
RM670,39.00,36-45,Yes,Travel_Rarely,1122.00,Research & Development,6.00,3,Medical,1,932,4,Male,70,3,1,Laboratory Technician,1,Married,2404.00,Upto 5k,4303.00,7,Y,Yes,21,4,4,80,0,8.00,2,1,2.00,2,2,2
RM706,39.00,36-45,No,Travel_Rarely,903.00,Sales,2.00,5,Life Sciences,1,985,1,Male,41,4,3,Sales Executive,3,Single,7880.00,5k-10k,2560.00,0,Y,No,18,3,4,80,0,9.00,3,3,8.00,7,0,7
RM739,39.00,36-45,No,Travel_Rarely,466.00,Research & Development,1.00,1,Life Sciences,1,1026,4,Female,65,2,4,Manufacturing Director,4,Married,12742.00,10k-15k,7060.00,1,Y,No,16,3,3,80,1,21.00,3,3,21.00,6,11,8
RM754,39.00,36-45,No,Travel_Frequently,945.00,Research & Development,22.00,3,Medical,1,1043,4,Female,82,3,3,Manufacturing Director,1,Single,10880.00,10k-15k,5083.00,1,Y,Yes,13,3,3,80,0,21.00,2,3,21.00,6,2,8
RM814,39.00,36-45,Yes,Travel_Frequently,203.00,Research & Development,2.00,3,Life Sciences,1,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169.00,10k-15k,13547.00,7,Y,No,11,3,4,80,3,21.00,4,3,18.00,7,11,5
RM817,39.00,36-45,No,Non-Travel,439.00,Research & Development,9.00,3,Life Sciences,1,1132,3,Male,70,3,2,Laboratory Technician,2,Single,6782.00,5k-10k,8770.00,9,Y,No,15,3,3,80,0,9.00,2,2,5.00,4,0,3
RM938,39.00,36-45,No,Travel_Rarely,412.00,Research & Development,13.00,4,Medical,1,1307,3,Female,94,2,4,Manager,2,Divorced,17123.00,15k+,17334.00,6,Y,Yes,13,3,4,80,2,21.00,4,3,19.00,9,15,2
RM941,39.00,36-45,Yes,Travel_Rarely,360.00,Research & Development,23.00,3,Medical,1,1310,3,Male,93,3,1,Research Scientist,1,Single,3904.00,Upto 5k,22154.00,0,Y,No,13,3,1,80,0,6.00,2,3,5.00,2,0,3
RM950,39.00,36-45,No,Travel_Rarely,524.00,Research & Development,18.00,2,Life Sciences,1,1322,1,Male,32,3,2,Manufacturing Director,3,Single,4534.00,Upto 5k,13352.00,0,Y,No,11,3,1,80,0,9.00,6,3,8.00,7,1,7
RM987,39.00,36-45,No,Travel_Rarely,1498.00,Sales,21.00,4,Life Sciences,1,1390,1,Male,44,2,2,Sales Executive,4,Married,6120.00,5k-10k,3567.00,3,Y,Yes,12,3,4,80,2,8.00,2,4,5.00,4,1,4
RM993,39.00,36-45,No,Non-Travel,1485.00,Research & Development,25.00,2,Life Sciences,1,1397,3,Male,71,3,3,Healthcare Representative,3,Married,10920.00,10k-15k,3449.00,3,Y,No,21,4,2,80,1,13.00,2,3,6.00,4,0,5
